timestamp,date,source_code,dataset,series_code,series,forecast_mw
2026-06-06 05:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,29.94
2026-06-06 06:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,29.22
2026-06-06 07:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,31.82
2026-06-06 08:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,34.25
2026-06-06 09:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,35.07
2026-06-06 10:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,34.99
2026-06-06 11:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,34.21
2026-06-06 12:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,33.71
2026-06-06 13:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,33.75
2026-06-06 14:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,34.19
2026-06-06 15:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,34.82
2026-06-06 16:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,35.42
2026-06-06 17:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,41.19
2026-06-06 18:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,45.87
2026-06-06 19:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,44.82
2026-06-06 20:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,42.58
2026-06-06 21:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,38.95
2026-06-06 22:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,34.81
2026-06-06 23:00:00,2026-06-06,4,demand_forecast,CHUQUISACA,chuquisaca,31.14
2026-06-06 00:00:00,2026-06-06,4,demand_forecast,BENI,beni,14.67
2026-06-06 01:00:00,2026-06-06,4,demand_forecast,BENI,beni,13.77
2026-06-06 02:00:00,2026-06-06,4,demand_forecast,BENI,beni,13.35
2026-06-06 03:00:00,2026-06-06,4,demand_forecast,BENI,beni,12.81
2026-06-06 04:00:00,2026-06-06,4,demand_forecast,BENI,beni,12.7
2026-06-06 05:00:00,2026-06-06,4,demand_forecast,BENI,beni,12.11
2026-06-06 06:00:00,2026-06-06,4,demand_forecast,BENI,beni,11.53
2026-06-06 07:00:00,2026-06-06,4,demand_forecast,BENI,beni,13.37
2026-06-06 08:00:00,2026-06-06,4,demand_forecast,BENI,beni,15.2
2026-06-06 09:00:00,2026-06-06,4,demand_forecast,BENI,beni,16.38
2026-06-06 10:00:00,2026-06-06,4,demand_forecast,BENI,beni,17.38
2026-06-06 11:00:00,2026-06-06,4,demand_forecast,BENI,beni,17.79
2026-06-06 12:00:00,2026-06-06,4,demand_forecast,BENI,beni,17.52
2026-06-06 13:00:00,2026-06-06,4,demand_forecast,BENI,beni,17.97
2026-06-06 14:00:00,2026-06-06,4,demand_forecast,BENI,beni,18.46
2026-06-06 15:00:00,2026-06-06,4,demand_forecast,BENI,beni,18.83
2026-06-06 16:00:00,2026-06-06,4,demand_forecast,BENI,beni,18.54
2026-06-06 17:00:00,2026-06-06,4,demand_forecast,BENI,beni,19.63
2026-06-06 18:00:00,2026-06-06,4,demand_forecast,BENI,beni,23.01
2026-06-06 19:00:00,2026-06-06,4,demand_forecast,BENI,beni,22.36
2026-06-06 20:00:00,2026-06-06,4,demand_forecast,BENI,beni,21.3
2026-06-06 21:00:00,2026-06-06,4,demand_forecast,BENI,beni,19.75
2026-06-06 22:00:00,2026-06-06,4,demand_forecast,BENI,beni,17.47
2026-06-06 23:00:00,2026-06-06,4,demand_forecast,BENI,beni,15.69
