timestamp,date,source_code,dataset,series_code,series,demand_mw
2026-06-06 08:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,181.06
2026-06-06 08:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,182.63
2026-06-06 09:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,187.85
2026-06-06 09:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,191.08
2026-06-06 09:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,190.43
2026-06-06 09:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.15
2026-06-06 10:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,191.84
2026-06-06 10:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.61
2026-06-06 10:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.94
2026-06-06 10:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,194.69
2026-06-06 11:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.48
2026-06-06 11:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,195.47
2026-06-06 11:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,196.52
2026-06-06 11:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,195.41
2026-06-06 12:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.83
2026-06-06 12:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,191.92
2026-06-06 12:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,191.26
2026-06-06 12:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,190.68
2026-06-06 13:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,188.34
2026-06-06 13:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,190.92
2026-06-06 13:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.64
2026-06-06 13:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,191.15
2026-06-06 14:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,191.79
2026-06-06 14:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,194.12
2026-06-06 14:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,192.79
2026-06-06 14:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.93
2026-06-06 15:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,196.67
2026-06-06 15:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,193.86
2026-06-06 15:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,192.86
2026-06-06 15:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,192.92
2026-06-06 16:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,194.81
2026-06-06 16:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,194.41
2026-06-06 16:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,196.47
2026-06-06 16:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,196.53
2026-06-06 17:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,199.76
2026-06-06 17:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,197.4
2026-06-06 17:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,204.49
2026-06-06 17:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,211.45
2026-06-06 18:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,234.22
2026-06-06 18:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,248.18
2026-06-06 18:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,251.17
2026-06-06 18:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,251.37
2026-06-06 19:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,241.81
2026-06-06 19:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,241.73
2026-06-06 19:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,240.65
2026-06-06 19:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,238.86
2026-06-06 20:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,210.53
2026-06-06 20:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,227.1
2026-06-06 20:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,231.54
2026-06-06 20:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,229.35
2026-06-06 21:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,224.24
2026-06-06 21:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,220.94
2026-06-06 21:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,213.97
2026-06-06 21:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,208.33
2026-06-06 22:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,205.23
2026-06-06 22:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,199.95
2026-06-06 22:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,192.94
2026-06-06 22:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,186.52
2026-06-06 23:00:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,182.13
2026-06-06 23:15:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,176.5
2026-06-06 23:30:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,
2026-06-06 23:45:00,2026-06-06,1,demand,COCHABAMBA,cochabamba,
