timestamp,date,source_code,dataset,series_code,series,value_mw
2026-06-06 02:00:00,2026-06-06,0,generation,HIDRO,hidro,204.22
2026-06-06 02:15:00,2026-06-06,0,generation,HIDRO,hidro,204.72
2026-06-06 02:30:00,2026-06-06,0,generation,HIDRO,hidro,203.17
2026-06-06 02:45:00,2026-06-06,0,generation,HIDRO,hidro,200.86
2026-06-06 03:00:00,2026-06-06,0,generation,HIDRO,hidro,196.27
2026-06-06 03:15:00,2026-06-06,0,generation,HIDRO,hidro,198.55
2026-06-06 03:30:00,2026-06-06,0,generation,HIDRO,hidro,199.19
2026-06-06 03:45:00,2026-06-06,0,generation,HIDRO,hidro,200.97
2026-06-06 04:00:00,2026-06-06,0,generation,HIDRO,hidro,218.68
2026-06-06 04:15:00,2026-06-06,0,generation,HIDRO,hidro,195.65
2026-06-06 04:30:00,2026-06-06,0,generation,HIDRO,hidro,188.31
2026-06-06 04:45:00,2026-06-06,0,generation,HIDRO,hidro,182.95
2026-06-06 05:00:00,2026-06-06,0,generation,HIDRO,hidro,160.51
2026-06-06 05:15:00,2026-06-06,0,generation,HIDRO,hidro,157.26
2026-06-06 05:30:00,2026-06-06,0,generation,HIDRO,hidro,156.4
2026-06-06 05:45:00,2026-06-06,0,generation,HIDRO,hidro,153.05
2026-06-06 06:00:00,2026-06-06,0,generation,HIDRO,hidro,157.26
2026-06-06 06:15:00,2026-06-06,0,generation,HIDRO,hidro,165.02
2026-06-06 06:30:00,2026-06-06,0,generation,HIDRO,hidro,151.72
2026-06-06 06:45:00,2026-06-06,0,generation,HIDRO,hidro,139.45
2026-06-06 07:00:00,2026-06-06,0,generation,HIDRO,hidro,140.43
2026-06-06 07:15:00,2026-06-06,0,generation,HIDRO,hidro,140.94
2026-06-06 07:30:00,2026-06-06,0,generation,HIDRO,hidro,142.5
2026-06-06 07:45:00,2026-06-06,0,generation,HIDRO,hidro,146.16
2026-06-06 08:00:00,2026-06-06,0,generation,HIDRO,hidro,190.31
2026-06-06 08:15:00,2026-06-06,0,generation,HIDRO,hidro,189.42
2026-06-06 08:30:00,2026-06-06,0,generation,HIDRO,hidro,201.54
2026-06-06 08:45:00,2026-06-06,0,generation,HIDRO,hidro,208.99
2026-06-06 09:00:00,2026-06-06,0,generation,HIDRO,hidro,213.95
2026-06-06 09:15:00,2026-06-06,0,generation,HIDRO,hidro,218.49
2026-06-06 09:30:00,2026-06-06,0,generation,HIDRO,hidro,247.59
2026-06-06 09:45:00,2026-06-06,0,generation,HIDRO,hidro,251.08
2026-06-06 10:00:00,2026-06-06,0,generation,HIDRO,hidro,253.69
2026-06-06 10:15:00,2026-06-06,0,generation,HIDRO,hidro,255.74
2026-06-06 10:30:00,2026-06-06,0,generation,HIDRO,hidro,256.41
2026-06-06 10:45:00,2026-06-06,0,generation,HIDRO,hidro,263.97
2026-06-06 11:00:00,2026-06-06,0,generation,HIDRO,hidro,269.62
2026-06-06 11:15:00,2026-06-06,0,generation,HIDRO,hidro,279.28
2026-06-06 11:30:00,2026-06-06,0,generation,HIDRO,hidro,279.47
2026-06-06 11:45:00,2026-06-06,0,generation,HIDRO,hidro,282.41
2026-06-06 12:00:00,2026-06-06,0,generation,HIDRO,hidro,259.81
2026-06-06 12:15:00,2026-06-06,0,generation,HIDRO,hidro,240.89
2026-06-06 12:30:00,2026-06-06,0,generation,HIDRO,hidro,239.67
2026-06-06 12:45:00,2026-06-06,0,generation,HIDRO,hidro,229.33
2026-06-06 13:00:00,2026-06-06,0,generation,HIDRO,hidro,217.9
2026-06-06 13:15:00,2026-06-06,0,generation,HIDRO,hidro,215.05
2026-06-06 13:30:00,2026-06-06,0,generation,HIDRO,hidro,236.37
2026-06-06 13:45:00,2026-06-06,0,generation,HIDRO,hidro,240.12
2026-06-06 14:00:00,2026-06-06,0,generation,HIDRO,hidro,246.12
2026-06-06 14:15:00,2026-06-06,0,generation,HIDRO,hidro,250.37
2026-06-06 14:30:00,2026-06-06,0,generation,HIDRO,hidro,257.96
2026-06-06 14:45:00,2026-06-06,0,generation,HIDRO,hidro,274.33
2026-06-06 15:00:00,2026-06-06,0,generation,HIDRO,hidro,287.71
2026-06-06 15:15:00,2026-06-06,0,generation,HIDRO,hidro,296.21
2026-06-06 15:30:00,2026-06-06,0,generation,HIDRO,hidro,299.83
2026-06-06 15:45:00,2026-06-06,0,generation,HIDRO,hidro,308.85
2026-06-06 16:00:00,2026-06-06,0,generation,HIDRO,hidro,319.29
2026-06-06 16:15:00,2026-06-06,0,generation,HIDRO,hidro,320.22
2026-06-06 16:30:00,2026-06-06,0,generation,HIDRO,hidro,327.77
2026-06-06 16:45:00,2026-06-06,0,generation,HIDRO,hidro,333.54
2026-06-06 17:00:00,2026-06-06,0,generation,HIDRO,hidro,336.52
2026-06-06 17:15:00,2026-06-06,0,generation,HIDRO,hidro,349.95
2026-06-06 17:30:00,2026-06-06,0,generation,HIDRO,hidro,361.82
2026-06-06 17:45:00,2026-06-06,0,generation,HIDRO,hidro,411.59
2026-06-06 18:00:00,2026-06-06,0,generation,HIDRO,hidro,456.69
2026-06-06 18:15:00,2026-06-06,0,generation,HIDRO,hidro,512.33
2026-06-06 18:30:00,2026-06-06,0,generation,HIDRO,hidro,517.66
2026-06-06 18:45:00,2026-06-06,0,generation,HIDRO,hidro,525.2
2026-06-06 19:00:00,2026-06-06,0,generation,HIDRO,hidro,512.36
2026-06-06 19:15:00,2026-06-06,0,generation,HIDRO,hidro,508.06
2026-06-06 19:30:00,2026-06-06,0,generation,HIDRO,hidro,502.37
2026-06-06 19:45:00,2026-06-06,0,generation,HIDRO,hidro,503.49
2026-06-06 20:00:00,2026-06-06,0,generation,HIDRO,hidro,441.0
2026-06-06 20:15:00,2026-06-06,0,generation,HIDRO,hidro,414.01
2026-06-06 20:30:00,2026-06-06,0,generation,HIDRO,hidro,407.5
