timestamp,date,interval,plant_code,generation_type,value_mw
2026-06-06 00:30:00,2026-06-06,2,WAR21,TER,23.59
2026-06-06 00:30:00,2026-06-06,2,WAR22,TER,23.59
2026-06-06 00:30:00,2026-06-06,2,WAR30,TER,36.56
2026-06-06 00:30:00,2026-06-06,2,WAR31,TER,41.87
2026-06-06 00:30:00,2026-06-06,2,WAR32,TER,41.77
2026-06-06 00:30:00,2026-06-06,2,WAR40,TER,0.0
2026-06-06 00:30:00,2026-06-06,2,WAR41,TER,0.0
2026-06-06 00:30:00,2026-06-06,2,WAR42,TER,0.0
2026-06-06 00:30:00,2026-06-06,2,CH ZON,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH TIQ,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH BOT,HID,1.11
2026-06-06 00:30:00,2026-06-06,2,CH CUT,HID,4.7
2026-06-06 00:30:00,2026-06-06,2,CH SRO BA,HID,1.17
2026-06-06 00:30:00,2026-06-06,2,CH SRO AC,HID,3.44
2026-06-06 00:30:00,2026-06-06,2,CH SAI,HID,4.09
2026-06-06 00:30:00,2026-06-06,2,CH CHU,HID,7.0
2026-06-06 00:30:00,2026-06-06,2,CH HAR,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH CAH,HID,11.0
2026-06-06 00:30:00,2026-06-06,2,CH HUA,HID,15.3
2026-06-06 00:30:00,2026-06-06,2,CH CHJ2,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH YAN,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH COR,HID,39.65
2026-06-06 00:30:00,2026-06-06,2,CH SIS,HID,53.28
2026-06-06 00:30:00,2026-06-06,2,CH SJS,HID,50.21
2026-06-06 00:30:00,2026-06-06,2,CH SJE,HID,60.45
2026-06-06 00:30:00,2026-06-06,2,CH MIS,HID,11.0
2026-06-06 00:30:00,2026-06-06,2,CH MIG,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH ANG,HID,2.9
2026-06-06 00:30:00,2026-06-06,2,CH CHO,HID,3.51
2026-06-06 00:30:00,2026-06-06,2,CH CRB,HID,3.71
2026-06-06 00:30:00,2026-06-06,2,CH KIL,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH LAN,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH PUN,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH KAN,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,CH SJA,HID,0.0
2026-06-06 00:30:00,2026-06-06,2,AGU01,BIO,0.0
2026-06-06 00:30:00,2026-06-06,2,AGU02,BIO,0.0
2026-06-06 00:30:00,2026-06-06,2,GBE01,BIO,6.63
2026-06-06 00:30:00,2026-06-06,2,IAG01,BIO,0.0
2026-06-06 00:30:00,2026-06-06,2,UNA01,BIO,0.0
2026-06-06 00:30:00,2026-06-06,2,CSF ORU,INT,-0.01
2026-06-06 00:30:00,2026-06-06,2,CSF UYU,INT,-0.19
2026-06-06 00:30:00,2026-06-06,2,CSF YUN,INT,0.0
2026-06-06 00:30:00,2026-06-06,2,CE EDO,INT,9.41
2026-06-06 00:30:00,2026-06-06,2,CE QOL,INT,0.26
2026-06-06 00:30:00,2026-06-06,2,CE SJU,INT,0.59
2026-06-06 00:30:00,2026-06-06,2,CE WAR,INT,1.15
2026-06-06 00:45:00,2026-06-06,3,ALT01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ALT02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ03,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ08,TER,0.01
2026-06-06 00:45:00,2026-06-06,3,ARJ09,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ11,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ12,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ13,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ14,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ARJ15,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,BUL01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,BUL02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,BUL03,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,CAR01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,CAR02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,CAR03,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI03,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI04,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI30,TER,35.89
2026-06-06 00:45:00,2026-06-06,3,ERI31,TER,42.31
2026-06-06 00:45:00,2026-06-06,3,ERI32,TER,42.33
2026-06-06 00:45:00,2026-06-06,3,ERI40,TER,0.01
2026-06-06 00:45:00,2026-06-06,3,ERI41,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI42,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,ERI50,TER,34.48
2026-06-06 00:45:00,2026-06-06,3,ERI51,TER,34.43
2026-06-06 00:45:00,2026-06-06,3,ERI52,TER,34.61
2026-06-06 00:45:00,2026-06-06,3,GCH01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,GCH02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,GCH04,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,GCH06,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,GCH09,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,GCH10,TER,49.7
2026-06-06 00:45:00,2026-06-06,3,GCH11,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,GCH12,TER,36.42
2026-06-06 00:45:00,2026-06-06,3,MOS,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,SCZ01,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,SCZ02,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,SUR10,TER,27.48
2026-06-06 00:45:00,2026-06-06,3,SUR11,TER,23.41
2026-06-06 00:45:00,2026-06-06,3,SUR12,TER,23.16
2026-06-06 00:45:00,2026-06-06,3,SUR20,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,SUR21,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,SUR22,TER,0.0
2026-06-06 00:45:00,2026-06-06,3,SUR30,TER,37.21
2026-06-06 00:45:00,2026-06-06,3,SUR31,TER,43.3
