timestamp,demand_mw,actual_dispatch_mw,optimized_dispatch_mw,actual_cost_proxy_usd,optimized_cost_proxy_usd,actual_renewable_mwh,optimized_renewable_mwh,actual_total_mwh,optimized_total_mwh,unserved_mw,actual_renewable_share,optimized_renewable_share,cost_proxy_saving_usd
2026-06-06 20:30:00,1483.24,1606.01,1527.7372000000005,17692.989999999998,13907.086500000007,112.04,161.866,401.5025,381.9343000000001,0.0,0.2790518116325552,0.4238058744658439,3785.9034999999913
2026-06-06 20:45:00,1468.7400000000002,1600.49,1512.8022000000008,17701.2625,13719.230250000011,110.0775,161.51600000000002,400.1225,378.2005500000002,0.0,0.27510949771632437,0.42706442388833105,3982.0322499999893
2026-06-06 21:00:00,1435.6799999999998,1592.09,1478.7504000000001,17551.4675,13195.393000000002,110.825,162.62850000000003,398.0225,369.68760000000003,0.0,0.2784390329692417,0.43990791143657515,4356.074499999997
2026-06-06 21:15:00,1410.68,1573.51,1453.0004000000006,17397.705,12878.705500000005,107.775,161.88100000000003,393.3775,363.25010000000015,0.0,0.2739734733176148,0.44564612645667534,4518.999499999996
2026-06-06 21:30:00,1386.55,1543.3400000000001,1428.1465000000003,17208.8175,12603.339375000005,102.5575,160.5535,385.83500000000004,357.0366250000001,0.0,0.2658066271851957,0.4496835583744384,4605.478124999996
2026-06-06 21:45:00,1318.25,1511.72,1357.7975000000004,16997.3125,11676.915625000003,97.48,159.73600000000002,377.93,339.4493750000001,0.0,0.257931362950811,0.47057385213921804,5320.396874999997
2026-06-06 22:00:00,1297.8,1484.06,1336.734,16577.0875,11397.2925,99.035,159.53600000000003,371.015,334.1835,0.0,0.26692990849426573,0.4773904157446434,5179.795000000002
2026-06-06 22:15:00,1289.16,1463.21,1327.8348000000003,16300.995,11229.178500000004,98.55,160.45100000000002,365.8025,331.9587000000001,0.0,0.26940767217282546,0.4833462716898216,5071.816499999997
2026-06-06 22:30:00,1270.07,1442.89,1308.1721000000002,16061.5325,10895.441375000002,96.565,161.7185,360.7225,327.04302500000006,0.0,0.26769885438252394,0.4944869256881414,5166.091124999997
2026-06-06 22:45:00,1232.52,1427.04,1269.4956000000002,15944.3575,10248.389500000001,92.33250000000001,164.0235,356.76,317.37390000000005,0.0,0.2588084426505214,0.5168147097162054,5695.967999999999
2026-06-06 23:00:00,1218.6,1392.06,1255.158,15542.205,10093.2475,89.27499999999999,163.1835,348.015,313.7895,0.0,0.2565262991537721,0.5200413015731885,5448.9575
2026-06-06 23:15:00,1195.25,1367.27,1231.1075000000003,15534.345,9727.803125000002,80.4475,163.87850000000003,341.8175,307.7768750000001,0.0,0.23535219817592723,0.532458782031626,5806.541874999997
