plant_code,generation_type,optimized_dispatch_mw,cost_usd_mwh,is_renewable,unserved_mw,timestamp,demand_mw,actual_dispatch_mw,optimized_cost_proxy_usd,actual_cost_proxy_usd,optimized_renewable_mwh,actual_renewable_mwh,optimized_total_mwh,actual_total_mwh
CSF UYU,INT,62.150000000000006,35.0,False,0.0,2026-06-06 05:45:00,947.62,-0.78,543.8125,-6.825,0.0,0.0,15.537500000000001,-0.195
CSF YUN,INT,0.01,35.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.08750000000000001,0.0,0.0,0.0,0.0025,0.0
ALT01,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ALT02,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ01,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ02,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ03,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ08,TER,19.239,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.04,264.53625,0.55,0.0,0.0,4.80975,0.01
ARJ09,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ11,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ12,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ13,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ14,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ15,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL01,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL02,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL03,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR01,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR02,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR03,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI01,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI02,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI03,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI04,TER,0.01,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI30,TER,40.557,55.0,False,0.0,2026-06-06 05:45:00,947.62,35.7,557.65875,490.87500000000006,0.0,0.0,10.13925,8.925
ERI31,TER,50.028,55.0,False,0.0,2026-06-06 05:45:00,947.62,41.62,687.885,572.275,0.0,0.0,12.507,10.405
ERI32,TER,44.404599999999995,55.0,False,0.0,2026-06-06 05:45:00,947.62,41.68,610.5632499999999,573.1,0.0,0.0,11.101149999999999,10.42
ERI40,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,-0.02,0.0,-0.275,0.0,0.0,0.0,-0.005
ERI41,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI42,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI50,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,35.39,0.0,486.6125,0.0,0.0,0.0,8.8475
ERI51,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,38.94,0.0,535.425,0.0,0.0,0.0,9.735
ERI52,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,38.99,0.0,536.1125000000001,0.0,0.0,0.0,9.7475
GCH01,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH02,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH04,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH06,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH09,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH10,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,50.2,0.0,690.25,0.0,0.0,0.0,12.55
GCH11,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH12,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,36.43,0.0,500.9125,0.0,0.0,0.0,9.1075
MOS,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCZ01,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCZ02,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR10,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,27.82,0.0,382.525,0.0,0.0,0.0,6.955
SUR11,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,23.07,0.0,317.2125,0.0,0.0,0.0,5.7675
SUR12,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,23.01,0.0,316.38750000000005,0.0,0.0,0.0,5.7525
SUR20,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR21,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR22,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR30,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,36.91,0.0,507.51249999999993,0.0,0.0,0.0,9.2275
SUR31,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,43.49,0.0,597.9875000000001,0.0,0.0,0.0,10.8725
SUR32,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,43.37,0.0,596.3375,0.0,0.0,0.0,10.8425
SUR40,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,31.46,0.0,432.575,0.0,0.0,0.0,7.865
SUR41,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,32.35,0.0,444.8125,0.0,0.0,0.0,8.0875
SUR42,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,32.46,0.0,446.325,0.0,0.0,0.0,8.115
VHE01,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE02,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE03,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE04,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE05,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE06,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE07,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE08,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR05,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR10,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,27.5,0.0,378.125,0.0,0.0,0.0,6.875
WAR11,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,24.58,0.0,337.97499999999997,0.0,0.0,0.0,6.145
WAR12,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,24.52,0.0,337.15,0.0,0.0,0.0,6.13
WAR20,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,35.2,0.0,484.00000000000006,0.0,0.0,0.0,8.8
WAR21,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,36.61,0.0,503.3875,0.0,0.0,0.0,9.1525
WAR22,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,36.88,0.0,507.1,0.0,0.0,0.0,9.22
WAR30,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,36.18,0.0,497.475,0.0,0.0,0.0,9.045
WAR31,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,41.11,0.0,565.2625,0.0,0.0,0.0,10.2775
WAR32,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,41.13,0.0,565.5375,0.0,0.0,0.0,10.2825
WAR40,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR41,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR42,TER,0.0,55.0,False,0.0,2026-06-06 05:45:00,947.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGG_EOL,EOL,0.22,5.0,True,0.0,2026-06-06 06:00:00,961.13,0.22,0.275,0.275,0.055,0.055,0.055,0.055
AGG_SOL,SOL,0.0,5.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGU01,BIO,0.01,12.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
AGU02,BIO,0.01,12.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
GBE01,BIO,8.107000000000001,12.0,True,0.0,2026-06-06 06:00:00,961.13,5.79,24.321000000000005,17.37,2.0267500000000003,1.4475,2.0267500000000003,1.4475
IAG01,BIO,0.01,12.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
UNA01,BIO,0.01,12.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
CH ANG,HID,3.2670000000000003,18.0,True,0.0,2026-06-06 06:00:00,961.13,2.89,14.701500000000001,13.005,0.8167500000000001,0.7225,0.8167500000000001,0.7225
CH BOT,HID,2.4859999999999998,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.8,11.187,3.6,0.6214999999999999,0.2,0.6214999999999999,0.2
CH CAH,HID,20.383000000000003,18.0,True,0.0,2026-06-06 06:00:00,961.13,7.92,91.72350000000002,35.64,5.095750000000001,1.98,5.095750000000001,1.98
CH CHJ2,HID,23.32,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,104.94,0.0,5.83,0.0,5.83,0.0
CH CHO,HID,3.9160000000000004,18.0,True,0.0,2026-06-06 06:00:00,961.13,3.53,17.622,15.885,0.9790000000000001,0.8825,0.9790000000000001,0.8825
CH CHU,HID,26.972,18.0,True,0.0,2026-06-06 06:00:00,961.13,2.77,121.37400000000001,12.465,6.743,0.6925,6.743,0.6925
CH COR,HID,71.13700000000001,18.0,True,0.0,2026-06-06 06:00:00,961.13,22.68,320.1165000000001,102.06,17.784250000000004,5.67,17.784250000000004,5.67
CH CRB,HID,4.213,18.0,True,0.0,2026-06-06 06:00:00,961.13,3.58,18.9585,16.11,1.05325,0.895,1.05325,0.895
CH CUT,HID,12.276000000000002,18.0,True,0.0,2026-06-06 06:00:00,961.13,5.25,55.242000000000004,23.625,3.0690000000000004,1.3125,3.0690000000000004,1.3125
CH HAR,HID,0.01,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH HUA,HID,18.205000000000002,18.0,True,0.0,2026-06-06 06:00:00,961.13,12.44,81.92250000000001,55.98,4.5512500000000005,3.11,4.5512500000000005,3.11
CH KAN,HID,7.854,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,35.343,0.0,1.9635,0.0,1.9635,0.0
CH KIL,HID,0.01,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH LAN,HID,0.01,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH MIG,HID,2.6510000000000002,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,11.9295,0.0,0.6627500000000001,0.0,0.6627500000000001,0.0
CH MIS,HID,118.80000000000001,18.0,True,0.0,2026-06-06 06:00:00,961.13,11.5,534.6,51.75,29.700000000000003,2.875,29.700000000000003,2.875
CH PUN,HID,0.01,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH SAI,HID,9.427000000000001,18.0,True,0.0,2026-06-06 06:00:00,961.13,4.44,42.42150000000001,19.98,2.3567500000000003,1.11,2.3567500000000003,1.11
CH SIS,HID,99.74800000000002,18.0,True,0.0,2026-06-06 06:00:00,961.13,35.13,448.8660000000001,158.085,24.937000000000005,8.7825,24.937000000000005,8.7825
CH SJA,HID,7.590000000000001,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,34.155,0.0,1.8975000000000002,0.0,1.8975000000000002,0.0
CH SJE,HID,66.61600000000001,18.0,True,0.0,2026-06-06 06:00:00,961.13,17.6,299.77200000000005,79.2,16.654000000000003,4.4,16.654000000000003,4.4
CH SJS,HID,55.23100000000001,18.0,True,0.0,2026-06-06 06:00:00,961.13,17.81,248.53950000000003,80.145,13.807750000000002,4.4525,13.807750000000002,4.4525
CH SRO AC,HID,8.888000000000002,18.0,True,0.0,2026-06-06 06:00:00,961.13,3.45,39.99600000000001,15.525,2.2220000000000004,0.8625,2.2220000000000004,0.8625
CH SRO BA,HID,3.696,18.0,True,0.0,2026-06-06 06:00:00,961.13,1.26,16.632,5.67,0.924,0.315,0.924,0.315
CH TIQ,HID,7.711,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,34.6995,0.0,1.92775,0.0,1.92775,0.0
CH YAN,HID,30.580000000000002,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,137.61,0.0,7.6450000000000005,0.0,7.6450000000000005,0.0
CH ZON,HID,6.6000000000000005,18.0,True,0.0,2026-06-06 06:00:00,961.13,0.0,29.700000000000003,0.0,1.6500000000000001,0.0,1.6500000000000001,0.0
CE EDO,INT,30.943,35.0,False,0.0,2026-06-06 06:00:00,961.13,-0.23,270.75125,-2.0125,0.0,0.0,7.73575,-0.0575
CE QOL,INT,12.716000000000001,35.0,False,0.0,2026-06-06 06:00:00,961.13,0.24,111.26500000000001,2.1,0.0,0.0,3.1790000000000003,0.06
CE SJU,INT,6.336,35.0,False,0.0,2026-06-06 06:00:00,961.13,-0.11,55.440000000000005,-0.9625,0.0,0.0,1.584,-0.0275
CE WAR,INT,5.038,35.0,False,0.0,2026-06-06 06:00:00,961.13,-0.07,44.0825,-0.6125,0.0,0.0,1.2595,-0.0175
CSF ORU,INT,84.403,35.0,False,0.0,2026-06-06 06:00:00,961.13,-0.01,738.52625,-0.08750000000000001,0.0,0.0,21.10075,-0.0025
CSF UYU,INT,62.150000000000006,35.0,False,0.0,2026-06-06 06:00:00,961.13,-0.8,543.8125,-7.0,0.0,0.0,15.537500000000001,-0.2
CSF YUN,INT,0.01,35.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.08750000000000001,0.0,0.0,0.0,0.0025,0.0
ALT01,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ALT02,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ01,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ02,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ03,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ08,TER,19.239,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.04,264.53625,0.55,0.0,0.0,4.80975,0.01
ARJ09,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ11,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ12,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ13,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ14,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ15,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL01,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL02,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL03,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR01,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR02,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR03,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI01,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI02,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI03,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI04,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI30,TER,40.557,55.0,False,0.0,2026-06-06 06:00:00,961.13,35.62,557.65875,489.775,0.0,0.0,10.13925,8.905
ERI31,TER,50.028,55.0,False,0.0,2026-06-06 06:00:00,961.13,41.72,687.885,573.65,0.0,0.0,12.507,10.43
ERI32,TER,49.775000000000006,55.0,False,0.0,2026-06-06 06:00:00,961.13,41.67,684.4062500000001,572.9625,0.0,0.0,12.443750000000001,10.4175
ERI40,TER,0.011000000000000001,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.01,0.15125000000000002,0.1375,0.0,0.0,0.0027500000000000003,0.0025
ERI41,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI42,TER,0.01,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI50,TER,8.553899999999842,55.0,False,0.0,2026-06-06 06:00:00,961.13,36.84,117.61612499999784,506.55000000000007,0.0,0.0,2.1384749999999606,9.21
ERI51,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,41.13,0.0,565.5375,0.0,0.0,0.0,10.2825
ERI52,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,41.07,0.0,564.7125,0.0,0.0,0.0,10.2675
GCH01,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH02,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH04,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH06,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH09,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH10,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,50.59,0.0,695.6125000000001,0.0,0.0,0.0,12.6475
GCH11,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH12,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,36.61,0.0,503.3875,0.0,0.0,0.0,9.1525
MOS,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCZ01,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCZ02,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR10,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,27.82,0.0,382.525,0.0,0.0,0.0,6.955
SUR11,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,23.1,0.0,317.625,0.0,0.0,0.0,5.775
SUR12,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,23.03,0.0,316.6625,0.0,0.0,0.0,5.7575
SUR20,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR21,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR22,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR30,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,36.64,0.0,503.8,0.0,0.0,0.0,9.16
SUR31,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,43.45,0.0,597.4375,0.0,0.0,0.0,10.8625
SUR32,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,43.46,0.0,597.575,0.0,0.0,0.0,10.865
SUR40,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,32.1,0.0,441.375,0.0,0.0,0.0,8.025
SUR41,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,35.54,0.0,488.675,0.0,0.0,0.0,8.885
SUR42,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,35.67,0.0,490.46250000000003,0.0,0.0,0.0,8.9175
VHE01,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE02,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE03,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE04,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE05,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE06,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE07,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE08,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR05,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR10,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,28.1,0.0,386.375,0.0,0.0,0.0,7.025
WAR11,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,24.11,0.0,331.5125,0.0,0.0,0.0,6.0275
WAR12,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,23.97,0.0,329.5875,0.0,0.0,0.0,5.9925
WAR20,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,35.16,0.0,483.44999999999993,0.0,0.0,0.0,8.79
WAR21,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,36.49,0.0,501.7375,0.0,0.0,0.0,9.1225
WAR22,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,36.84,0.0,506.55000000000007,0.0,0.0,0.0,9.21
WAR30,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,36.03,0.0,495.4125,0.0,0.0,0.0,9.0075
WAR31,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,40.95,0.0,563.0625,0.0,0.0,0.0,10.2375
WAR32,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,41.18,0.0,566.225,0.0,0.0,0.0,10.295
WAR40,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR41,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR42,TER,0.0,55.0,False,0.0,2026-06-06 06:00:00,961.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGG_EOL,EOL,0.18,5.0,True,0.0,2026-06-06 06:15:00,981.59,0.18,0.22499999999999998,0.22499999999999998,0.045,0.045,0.045,0.045
AGG_SOL,SOL,0.0,5.0,True,0.0,2026-06-06 06:15:00,981.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
