plant_code,generation_type,optimized_dispatch_mw,cost_usd_mwh,is_renewable,unserved_mw,timestamp,demand_mw,actual_dispatch_mw,optimized_cost_proxy_usd,actual_cost_proxy_usd,optimized_renewable_mwh,actual_renewable_mwh,optimized_total_mwh,actual_total_mwh
AGG_EOL,EOL,10.43,5.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,10.43,13.0375,13.0375,2.6075,2.6075,2.6075,2.6075
AGG_SOL,SOL,0.0,5.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGU01,BIO,0.01,12.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
AGU02,BIO,0.01,12.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
GBE01,BIO,8.107000000000001,12.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,5.74,24.321000000000005,17.22,2.0267500000000003,1.435,2.0267500000000003,1.435
IAG01,BIO,0.01,12.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
UNA01,BIO,0.01,12.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
CH ANG,HID,3.2670000000000003,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,2.88,14.701500000000001,12.959999999999999,0.8167500000000001,0.72,0.8167500000000001,0.72
CH BOT,HID,2.4859999999999998,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,1.79,11.187,8.055,0.6214999999999999,0.4475,0.6214999999999999,0.4475
CH CAH,HID,20.383000000000003,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,10.97,91.72350000000002,49.365,5.095750000000001,2.7425,5.095750000000001,2.7425
CH CHJ2,HID,23.32,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,104.94,0.0,5.83,0.0,5.83,0.0
CH CHO,HID,3.9160000000000004,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,3.55,17.622,15.975,0.9790000000000001,0.8875,0.9790000000000001,0.8875
CH CHU,HID,26.972,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,6.98,121.37400000000001,31.410000000000004,6.743,1.745,6.743,1.745
CH COR,HID,71.13700000000001,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,51.33,320.1165000000001,230.98499999999999,17.784250000000004,12.8325,17.784250000000004,12.8325
CH CRB,HID,4.213,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,3.71,18.9585,16.695,1.05325,0.9275,1.05325,0.9275
CH CUT,HID,12.276000000000002,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,4.86,55.242000000000004,21.87,3.0690000000000004,1.215,3.0690000000000004,1.215
CH HAR,HID,0.01,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH HUA,HID,18.205000000000002,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,15.3,81.92250000000001,68.85000000000001,4.5512500000000005,3.825,4.5512500000000005,3.825
CH KAN,HID,7.854,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,35.343,0.0,1.9635,0.0,1.9635,0.0
CH KIL,HID,0.01,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH LAN,HID,0.01,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH MIG,HID,2.6510000000000002,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,11.9295,0.0,0.6627500000000001,0.0,0.6627500000000001,0.0
CH MIS,HID,118.80000000000001,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,11.0,534.6,49.5,29.700000000000003,2.75,29.700000000000003,2.75
CH PUN,HID,0.01,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH SAI,HID,9.427000000000001,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,4.26,42.42150000000001,19.169999999999998,2.3567500000000003,1.065,2.3567500000000003,1.065
CH SIS,HID,99.74800000000002,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,72.14,448.8660000000001,324.63,24.937000000000005,18.035,24.937000000000005,18.035
CH SJA,HID,7.590000000000001,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,34.155,0.0,1.8975000000000002,0.0,1.8975000000000002,0.0
CH SJE,HID,66.61600000000001,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,58.81,299.77200000000005,264.645,16.654000000000003,14.7025,16.654000000000003,14.7025
CH SJS,HID,55.23100000000001,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,49.1,248.53950000000003,220.95000000000002,13.807750000000002,12.275,13.807750000000002,12.275
CH SRO AC,HID,8.888000000000002,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,3.43,39.99600000000001,15.435,2.2220000000000004,0.8575,2.2220000000000004,0.8575
CH SRO BA,HID,3.696,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,1.19,16.632,5.3549999999999995,0.924,0.2975,0.924,0.2975
CH TIQ,HID,7.711,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,34.6995,0.0,1.92775,0.0,1.92775,0.0
CH YAN,HID,30.580000000000002,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,137.61,0.0,7.6450000000000005,0.0,7.6450000000000005,0.0
CH ZON,HID,6.6000000000000005,18.0,True,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,29.700000000000003,0.0,1.6500000000000001,0.0,1.6500000000000001,0.0
CE EDO,INT,30.943,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,7.98,270.75125,69.825,0.0,0.0,7.73575,1.995
CE QOL,INT,12.716000000000001,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.15,111.26500000000001,1.3125,0.0,0.0,3.1790000000000003,0.0375
CE SJU,INT,6.336,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.95,55.440000000000005,8.3125,0.0,0.0,1.584,0.2375
CE WAR,INT,5.038,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,1.18,44.0825,10.325,0.0,0.0,1.2595,0.295
CSF ORU,INT,84.403,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,-0.01,738.52625,-0.08750000000000001,0.0,0.0,21.10075,-0.0025
CSF UYU,INT,62.150000000000006,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,-0.19,543.8125,-1.6625,0.0,0.0,15.537500000000001,-0.0475
CSF YUN,INT,0.01,35.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.08750000000000001,0.0,0.0,0.0,0.0025,0.0
ALT01,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ALT02,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ01,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ02,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ03,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ08,TER,19.239,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.03,264.53625,0.4125,0.0,0.0,4.80975,0.0075
ARJ09,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ11,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ12,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ13,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ14,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ15,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL01,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL02,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL03,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR01,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR02,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR03,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI01,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI02,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI03,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI04,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI30,TER,40.557,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,35.96,557.65875,494.45,0.0,0.0,10.13925,8.99
ERI31,TER,50.028,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,42.28,687.885,581.35,0.0,0.0,12.507,10.57
ERI32,TER,49.775000000000006,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,42.32,684.4062500000001,581.9,0.0,0.0,12.443750000000001,10.58
ERI40,TER,0.011000000000000001,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.01,0.15125000000000002,0.1375,0.0,0.0,0.0027500000000000003,0.0025
ERI41,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI42,TER,0.01,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI50,TER,41.481,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,34.63,570.36375,476.1625,0.0,0.0,10.37025,8.6575
ERI51,TER,49.698,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,34.54,683.3475,474.925,0.0,0.0,12.4245,8.635
ERI52,TER,26.068100000000165,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,34.57,358.4363750000023,475.3375,0.0,0.0,6.517025000000041,8.6425
GCH01,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH02,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH04,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH06,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH09,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH10,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,49.77,0.0,684.3375000000001,0.0,0.0,0.0,12.4425
GCH11,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH12,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,36.42,0.0,500.77500000000003,0.0,0.0,0.0,9.105
MOS,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCZ01,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCZ02,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR10,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,30.09,0.0,413.7375,0.0,0.0,0.0,7.5225
SUR11,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,27.18,0.0,373.725,0.0,0.0,0.0,6.795
SUR12,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,27.14,0.0,373.175,0.0,0.0,0.0,6.785
SUR20,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR21,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR22,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR30,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,37.17,0.0,511.08750000000003,0.0,0.0,0.0,9.2925
SUR31,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,43.11,0.0,592.7625,0.0,0.0,0.0,10.7775
SUR32,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,43.1,0.0,592.625,0.0,0.0,0.0,10.775
SUR40,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,34.56,0.0,475.20000000000005,0.0,0.0,0.0,8.64
SUR41,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,40.67,0.0,559.2125,0.0,0.0,0.0,10.1675
SUR42,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,40.76,0.0,560.4499999999999,0.0,0.0,0.0,10.19
VHE01,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE02,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE03,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE04,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE05,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE06,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE07,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE08,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR05,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR10,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,28.1,0.0,386.375,0.0,0.0,0.0,7.025
WAR11,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,23.73,0.0,326.2875,0.0,0.0,0.0,5.9325
WAR12,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,23.88,0.0,328.34999999999997,0.0,0.0,0.0,5.97
WAR20,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,29.16,0.0,400.95,0.0,0.0,0.0,7.29
WAR21,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,23.15,0.0,318.3125,0.0,0.0,0.0,5.7875
WAR22,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,23.26,0.0,319.82500000000005,0.0,0.0,0.0,5.815
WAR30,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,36.33,0.0,499.53749999999997,0.0,0.0,0.0,9.0825
WAR31,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,41.03,0.0,564.1625,0.0,0.0,0.0,10.2575
WAR32,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,41.28,0.0,567.6,0.0,0.0,0.0,10.32
WAR40,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR41,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAR42,TER,0.0,55.0,False,0.0,2026-06-06 00:00:00,1076.5700000000002,17.27,0.0,237.4625,0.0,0.0,0.0,4.3175
AGG_EOL,EOL,11.5,5.0,True,0.0,2026-06-06 00:15:00,1058.81,11.5,14.375,14.375,2.875,2.875,2.875,2.875
AGG_SOL,SOL,0.0,5.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGU01,BIO,0.01,12.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
AGU02,BIO,0.01,12.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
GBE01,BIO,8.107000000000001,12.0,True,0.0,2026-06-06 00:15:00,1058.81,5.99,24.321000000000005,17.97,2.0267500000000003,1.4975,2.0267500000000003,1.4975
IAG01,BIO,0.01,12.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
UNA01,BIO,0.01,12.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.03,0.0,0.0025,0.0,0.0025,0.0
CH ANG,HID,3.2670000000000003,18.0,True,0.0,2026-06-06 00:15:00,1058.81,2.89,14.701500000000001,13.005,0.8167500000000001,0.7225,0.8167500000000001,0.7225
CH BOT,HID,2.4859999999999998,18.0,True,0.0,2026-06-06 00:15:00,1058.81,1.41,11.187,6.345,0.6214999999999999,0.3525,0.6214999999999999,0.3525
CH CAH,HID,20.383000000000003,18.0,True,0.0,2026-06-06 00:15:00,1058.81,10.97,91.72350000000002,49.365,5.095750000000001,2.7425,5.095750000000001,2.7425
CH CHJ2,HID,23.32,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,104.94,0.0,5.83,0.0,5.83,0.0
CH CHO,HID,3.9160000000000004,18.0,True,0.0,2026-06-06 00:15:00,1058.81,3.55,17.622,15.975,0.9790000000000001,0.8875,0.9790000000000001,0.8875
CH CHU,HID,26.972,18.0,True,0.0,2026-06-06 00:15:00,1058.81,6.98,121.37400000000001,31.410000000000004,6.743,1.745,6.743,1.745
CH COR,HID,71.13700000000001,18.0,True,0.0,2026-06-06 00:15:00,1058.81,51.48,320.1165000000001,231.66,17.784250000000004,12.87,17.784250000000004,12.87
CH CRB,HID,4.213,18.0,True,0.0,2026-06-06 00:15:00,1058.81,3.71,18.9585,16.695,1.05325,0.9275,1.05325,0.9275
CH CUT,HID,12.276000000000002,18.0,True,0.0,2026-06-06 00:15:00,1058.81,4.7,55.242000000000004,21.150000000000002,3.0690000000000004,1.175,3.0690000000000004,1.175
CH HAR,HID,0.01,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH HUA,HID,18.205000000000002,18.0,True,0.0,2026-06-06 00:15:00,1058.81,15.31,81.92250000000001,68.895,4.5512500000000005,3.8275,4.5512500000000005,3.8275
CH KAN,HID,7.854,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,35.343,0.0,1.9635,0.0,1.9635,0.0
CH KIL,HID,0.01,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH LAN,HID,0.01,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH MIG,HID,2.6510000000000002,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,11.9295,0.0,0.6627500000000001,0.0,0.6627500000000001,0.0
CH MIS,HID,118.80000000000001,18.0,True,0.0,2026-06-06 00:15:00,1058.81,11.0,534.6,49.5,29.700000000000003,2.75,29.700000000000003,2.75
CH PUN,HID,0.01,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,0.045,0.0,0.0025,0.0,0.0025,0.0
CH SAI,HID,9.427000000000001,18.0,True,0.0,2026-06-06 00:15:00,1058.81,4.07,42.42150000000001,18.315,2.3567500000000003,1.0175,2.3567500000000003,1.0175
CH SIS,HID,99.74800000000002,18.0,True,0.0,2026-06-06 00:15:00,1058.81,72.13,448.8660000000001,324.585,24.937000000000005,18.0325,24.937000000000005,18.0325
CH SJA,HID,7.590000000000001,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,34.155,0.0,1.8975000000000002,0.0,1.8975000000000002,0.0
CH SJE,HID,66.61600000000001,18.0,True,0.0,2026-06-06 00:15:00,1058.81,59.2,299.77200000000005,266.40000000000003,16.654000000000003,14.8,16.654000000000003,14.8
CH SJS,HID,55.23100000000001,18.0,True,0.0,2026-06-06 00:15:00,1058.81,49.35,248.53950000000003,222.07500000000002,13.807750000000002,12.3375,13.807750000000002,12.3375
CH SRO AC,HID,8.888000000000002,18.0,True,0.0,2026-06-06 00:15:00,1058.81,3.44,39.99600000000001,15.48,2.2220000000000004,0.86,2.2220000000000004,0.86
CH SRO BA,HID,3.696,18.0,True,0.0,2026-06-06 00:15:00,1058.81,1.18,16.632,5.31,0.924,0.295,0.924,0.295
CH TIQ,HID,7.711,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,34.6995,0.0,1.92775,0.0,1.92775,0.0
CH YAN,HID,30.580000000000002,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,137.61,0.0,7.6450000000000005,0.0,7.6450000000000005,0.0
CH ZON,HID,6.6000000000000005,18.0,True,0.0,2026-06-06 00:15:00,1058.81,0.0,29.700000000000003,0.0,1.6500000000000001,0.0,1.6500000000000001,0.0
CE EDO,INT,30.943,35.0,False,0.0,2026-06-06 00:15:00,1058.81,8.52,270.75125,74.55,0.0,0.0,7.73575,2.13
CE QOL,INT,12.716000000000001,35.0,False,0.0,2026-06-06 00:15:00,1058.81,0.2,111.26500000000001,1.75,0.0,0.0,3.1790000000000003,0.05
CE SJU,INT,6.336,35.0,False,0.0,2026-06-06 00:15:00,1058.81,0.55,55.440000000000005,4.8125,0.0,0.0,1.584,0.1375
CE WAR,INT,5.038,35.0,False,0.0,2026-06-06 00:15:00,1058.81,1.09,44.0825,9.537500000000001,0.0,0.0,1.2595,0.2725
CSF ORU,INT,84.403,35.0,False,0.0,2026-06-06 00:15:00,1058.81,-0.01,738.52625,-0.08750000000000001,0.0,0.0,21.10075,-0.0025
CSF UYU,INT,62.150000000000006,35.0,False,0.0,2026-06-06 00:15:00,1058.81,-0.19,543.8125,-1.6625,0.0,0.0,15.537500000000001,-0.0475
CSF YUN,INT,0.01,35.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.08750000000000001,0.0,0.0,0.0,0.0025,0.0
ALT01,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ALT02,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ01,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ02,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ03,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ08,TER,19.239,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.04,264.53625,0.55,0.0,0.0,4.80975,0.01
ARJ09,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ11,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ12,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ13,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ14,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ARJ15,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL01,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL02,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
BUL03,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR01,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR02,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
CAR03,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI01,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI02,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI03,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
ERI04,TER,0.01,55.0,False,0.0,2026-06-06 00:15:00,1058.81,0.0,0.1375,0.0,0.0,0.0,0.0025,0.0
